event_id,company,ticker,group,member,event_category,event_subtype,event_title_en,event_title_zh,event_title_ko,start_date,peak_date,end_date,duration_days,event_window_before_days,event_window_after_days,sentiment_expected,severity_score,source_level,official_source_url,naver_source_url,notes,collector,status,event0_date,AR_0,CAR_m1_p1,CAR_0_p1,CAR_0_p3,CAR_0_p5,CAR_m5_p5,CAR_m10_p10,event_type_final,market_cap,revenue,company_scale_weight,youtube_channel_subscribers,youtube_channel_views,youtube_channel_videos,instagram_followers,spotify_monthly_listeners,fanbase_weight,log_market_cap,log_revenue,log_youtube_channel_subscribers,log_youtube_channel_views,log_youtube_channel_videos,log_instagram_followers,log_spotify_monthly_listeners
TWICE_20230726_MISAMO_DEBUT,JYP,035900.KQ,TWICE,MISAMO,activity,subunit_debut,MISAMO debuts in Japan with Masterpiece,TWICE 小分隊 MISAMO 日本出道,미사모 Masterpiece 일본 데뷔,2023-07-26,2023-07-26,2023-08-09,15,3,14,positive,3.0,D_secondary,,https://search.naver.com/search.naver?where=news&query=미사모%20Masterpiece%20데뷔,TWICE Japanese subunit event,Paul,needs_review,2023-07-26,-0.01748102695484923,0.013061374935440032,-0.02484063946858886,-0.03419756367604599,-0.08625867470656269,-0.017618498265395934,-0.09205920811433214,positive_activity,1898524311552,821854666752,-0.4688088931621585,19300000,9196877980,2492,29900000,15938354,-0.0040791089780716,28.272098022200222,27.434829411934103,16.775615705688583,22.9421299135179,7.821242083523558,17.21336907180573,16.58423902650279
TWICE_20240325_JIHYO_DATING_RUMOR,JYP,035900.KQ,TWICE,Jihyo,dating,dating_rumor_agency_no_comment,Jihyo and Yun Sung-bin dating rumor receives agency response,志效與尹誠彬戀愛傳聞及公司回應,지효 윤성빈 열애설 소속사 입장,2024-03-25,2024-03-25,2024-04-01,8,3,14,mixed,3.0,C_platform_data,https://www.gmanetwork.com/news/showbiz/chikaminute/901573/is-twice-s-jihyo-dating-olympian-yun-sung-bin-agencies-respond/story/,https://search.naver.com/search.naver?where=news&query=트와이스%20지효%20윤성빈%20열애설,Unconfirmed dating rumor; agency said private matter and did not confirm,Paul,complete,2024-03-25,-0.018163432525146638,-0.02353049792762134,-0.02671106823662024,-0.0461225093854654,-0.025923563818828432,-0.061045269976968464,-0.10617414251898616,dating,1898524311552,821854666752,-0.4688088931621585,19300000,9196877980,2492,29900000,15938354,-0.0040791089780716,28.272098022200222,27.434829411934103,16.775615705688583,22.9421299135179,7.821242083523558,17.21336907180573,16.58423902650279
TWICE_20240223_ONE_SPARK,JYP,035900.KQ,TWICE,,comeback,album_release,TWICE releases One Spark and With YOU-th,TWICE 發布 One Spark 與 With YOU-th,트와이스 One Spark With YOU-th 발매,2024-02-23,2024-02-23,2024-03-08,15,3,14,positive,4.0,B_korean_news,,https://search.naver.com/search.naver?where=news&query=트와이스%20One%20Spark,Main comeback behind Billboard achievement,Paul,complete,2024-02-23,-0.001602541442297667,0.002457193984690035,0.008546506460896067,0.0040850381452886084,0.02135831638760901,0.022193939548101074,-0.08475312327878295,positive_comeback,1898524311552,821854666752,-0.4688088931621585,19300000,9196877980,2492,29900000,15938354,-0.0040791089780716,28.272098022200222,27.434829411934103,16.775615705688583,22.9421299135179,7.821242083523558,17.21336907180573,16.58423902650279
TWICE_20241206_STRATEGY,JYP,035900.KQ,TWICE,,comeback,album_release,TWICE releases Strategy,TWICE 發布 Strategy,트와이스 Strategy 발매,2024-12-06,2024-12-06,2024-12-20,15,3,14,positive,4.0,B_korean_news,,https://search.naver.com/search.naver?where=news&query=트와이스%20Strategy%20발매,Late 2024 comeback event,Paul,complete,2024-12-06,0.005882357679169266,-0.005132730463568536,-0.028755630639159507,-0.013583619329762936,-0.0286456009409957,0.007273424012696001,0.1133668541409274,positive_comeback,1898524311552,821854666752,-0.4688088931621585,19300000,9196877980,2492,29900000,15938354,-0.0040791089780716,28.272098022200222,27.434829411934103,16.775615705688583,22.9421299135179,7.821242083523558,17.21336907180573,16.58423902650279
TWICE_20240405_CHAEYOUNG_ZIONT,JYP,035900.KQ,TWICE,Chaeyoung,dating,confirmed_dating,Chaeyoung and Zion.T confirmed to be dating,彩瑛與 Zion.T 確認戀愛,채영 자이언티 열애 인정,2024-04-05,2024-04-05,2024-04-12,8,3,14,mixed,4.0,B_korean_news,https://koreajoongangdaily.joins.com/news/2024-04-05/entertainment/kpop/Twices-Chaeyoung-and-singer-Zion-T-confirmed-to-be-dating/2019064,https://search.naver.com/search.naver?where=news&query=트와이스%20채영%20자이언티%20열애,Confirmed dating case with direct agency confirmation,Paul,complete,2024-04-05,-0.012253926572594569,-0.04583647296312216,-0.016055826154159868,-0.019526739492909034,-0.0267219321233483,-0.011745166204126254,-0.039129239109047025,dating,1898524311552,821854666752,-0.4688088931621585,19300000,9196877980,2492,29900000,15938354,-0.0040791089780716,28.272098022200222,27.434829411934103,16.775615705688583,22.9421299135179,7.821242083523558,17.21336907180573,16.58423902650279
AESPA_20240412_WINTER_SURGERY,SM,041510.KQ,aespa,Winter,PR_crisis,health_surgery_break,Winter takes break after pneumothorax surgery,Winter 氣胸手術後暫停活動休養,윈터 기흉 수술 후 활동 휴식,2024-04-12,2024-04-12,2024-04-26,15,3,14,negative,3.0,B_korean_news,https://koreajoongangdaily.joins.com/news/2024-04-12/entertainment/kpop/aespas-Winter-will-take-a-break-to-recover-from-surgery/2024264,https://search.naver.com/search.naver?where=news&query=윈터%20기흉%20수술%20활동중단,Member health event with company statement and activity break,Paul,complete,2024-04-12,-0.037561250680243935,-0.0214022650530075,-0.029123619743504334,-0.019821685436424867,-0.02576464280927203,-0.031234329782458964,0.010486738575470143,negative_PR_crisis,1843022528512,1174934781952,-0.4844129619534137,8400000,5974575113,1656,16400000,10507721,-0.4496562588899599,28.242428018368436,27.792233757263375,15.943742382861155,22.51077882160789,7.4127640174265625,16.612791953770035,16.1676209734041
AESPA_20240305_KARINA_APOLOGY,SM,041510.KQ,aespa,Karina,PR_crisis,dating_backlash_apology,Karina apologizes to fans after dating backlash,Karina 因戀愛消息引發反彈後道歉,카리나 열애 후 팬들에게 사과,2024-03-05,2024-03-05,2024-03-19,15,3,14,negative,5.0,B_korean_news,https://koreajoongangdaily.joins.com/news/2024-04-02/entertainment/kpop/aespas-Karina-actor-Lee-Jaewook-confirm-breakup/2016406,https://search.naver.com/search.naver?where=news&query=카리나%20열애%20사과문,Dating backlash became a separate PR event from the initial dating confirmation,Paul,complete,2024-03-05,0.003950311012751732,-0.030974169945185034,-0.005233861267459436,-0.0022563112298858053,-0.03780794227631127,-0.03831371192176233,0.002973059796607197,negative_PR_crisis,1843022528512,1174934781952,-0.4844129619534137,8400000,5974575113,1656,16400000,10507721,-0.4496562588899599,28.242428018368436,27.792233757263375,15.943742382861155,22.51077882160789,7.4127640174265625,16.612791953770035,16.1676209734041
AESPA_20230225_SYNKK_HYPER_LINE,SM,041510.KQ,aespa,,concert,first_concert,aespa starts Synk Hyper Line concert,aespa 開始 Synk Hyper Line 演唱會,aespa SYNK HYPER LINE 콘서트,2023-02-25,2023-02-25,2023-03-05,9,3,14,positive,4.0,B_korean_news,,https://search.naver.com/search.naver?where=news&query=에스파%20SYNK%20HYPER%20LINE%20콘서트,First concert series and tour signal,Paul,complete,2023-02-27,-0.010229854219788267,-0.013110519257555676,0.008773553824102526,0.027423758543588195,0.16719033890926147,0.06207662337649872,0.09922717166373593,positive_concert,1843022528512,1174934781952,-0.4844129619534137,8400000,5974575113,1656,16400000,10507721,-0.4496562588899599,28.242428018368436,27.792233757263375,15.943742382861155,22.51077882160789,7.4127640174265625,16.612791953770035,16.1676209734041
AESPA_20240402_KARINA_BREAKUP,SM,041510.KQ,aespa,Karina,dating,breakup,Karina and Lee Jae-wook confirm breakup,Karina 與李宰旭確認分手,카리나 이재욱 결별 인정,2024-04-02,2024-04-02,2024-04-09,8,3,14,mixed,4.0,B_korean_news,https://en.yna.co.kr/view/AEN20240402006500315,https://search.naver.com/search.naver?where=news&query=카리나%20이재욱%20결별,Breakup closed the dating controversy window and is useful as a separate event,Paul,complete,2024-04-02,0.0055408506365743,-0.02812530229344113,0.0015865488441627008,0.010180744215737565,-0.01160449281952107,0.0045408715268385885,0.02294208884921202,dating,1843022528512,1174934781952,-0.4844129619534137,8400000,5974575113,1656,16400000,10507721,-0.4496562588899599,28.242428018368436,27.792233757263375,15.943742382861155,22.51077882160789,7.4127640174265625,16.612791953770035,16.1676209734041
AESPA_20230508_MY_WORLD_SPICY,SM,041510.KQ,aespa,,comeback,mini_album_release,aespa releases My World and Spicy,aespa 發布 My World 與 Spicy,에스파 My World Spicy 발매,2023-05-08,2023-05-08,2023-05-22,15,3,14,positive,5.0,B_korean_news,,https://search.naver.com/search.naver?where=news&query=에스파%20Spicy%20My%20World,Major album sales and comeback event,Paul,complete,2023-05-08,0.014760414038426567,-0.03275981606584437,0.009032696859166033,0.02701258951067783,-0.09173619992163141,-0.1830689669178707,-0.22321253380175238,positive_comeback,1843022528512,1174934781952,-0.4844129619534137,8400000,5974575113,1656,16400000,10507721,-0.4496562588899599,28.242428018368436,27.792233757263375,15.943742382861155,22.51077882160789,7.4127640174265625,16.612791953770035,16.1676209734041
AESPA_20241211_WINTER_JUNGWON,SM,041510.KQ,aespa,Winter,dating,denied_dating_rumor,Winter and Jungwon dating rumor denied by agencies,Winter 與 Jungwon 戀愛傳聞遭公司否認,윈터 정원 열애설 소속사 부인,2024-12-11,2024-12-11,2024-12-18,8,3,14,mixed,4.0,B_korean_news,https://koreajoongangdaily.joins.com/news/2024-12-11/entertainment/kpop/SM-Entertainment-Belift-Lab-deny-dating-rumors-around-aespas-Winter-Enhypens-Jungwon/2198106,https://search.naver.com/search.naver?where=news&query=윈터%20정원%20열애설,Denied dating rumor with legal-action language from agencies,Paul,complete,2024-12-11,0.02602865963967723,-0.02520452824217294,0.0028020405869591952,0.007181246842708499,0.008377287390083733,-0.019654278140611887,-0.046897478660562056,dating,1843022528512,1174934781952,-0.4844129619534137,8400000,5974575113,1656,16400000,10507721,-0.4496562588899599,28.242428018368436,27.792233757263375,15.943742382861155,22.51077882160789,7.4127640174265625,16.612791953770035,16.1676209734041
AESPA_20250528_KARINA_JACKET,SM,041510.KQ,aespa,Karina,PR_crisis,political_symbol_controversy,Karina deletes Instagram photo amid political jacket controversy,Karina 因紅色 2 號外套政治爭議刪除照片,카리나 빨간 2번 재킷 정치 논란,2025-05-28,2025-05-28,2025-06-05,9,3,14,negative,4.0,B_korean_news,https://www.koreatimes.co.kr/entertainment/k-pop/20250528/aespas-karina-deletes-instagram-photo-amid-political-controversy-over-red-no-2-jacket,https://search.naver.com/search.naver?where=news&query=카리나%20빨간%202번%20재킷%20논란,Political-symbol interpretation controversy during Korean election period,Paul,complete,2025-05-28,-0.0013559965342862992,0.04766529119391893,0.062556316778518,-0.009731085589335949,0.0019443921682866516,0.040093727116900915,-0.034504759033467156,negative_PR_crisis,1843022528512,1174934781952,-0.4844129619534137,8400000,5974575113,1656,16400000,10507721,-0.4496562588899599,28.242428018368436,27.792233757263375,15.943742382861155,22.51077882160789,7.4127640174265625,16.612791953770035,16.1676209734041
AESPA_20240513_SUPERNOVA,SM,041510.KQ,aespa,,comeback,pre_release_single,aespa releases Supernova,aespa 發布 Supernova,에스파 Supernova 발매,2024-05-13,2024-05-13,2024-05-27,15,3,14,positive,5.0,B_korean_news,,https://search.naver.com/search.naver?where=news&query=에스파%20Supernova,Pre-release hit before Armageddon,Paul,complete,2024-05-13,0.013596218259659135,0.05546486080192487,0.037656754511860235,0.08278893396014424,0.0655085891478946,0.0810489508512218,0.14011095372591256,positive_comeback,1843022528512,1174934781952,-0.4844129619534137,8400000,5974575113,1656,16400000,10507721,-0.4496562588899599,28.242428018368436,27.792233757263375,15.943742382861155,22.51077882160789,7.4127640174265625,16.612791953770035,16.1676209734041
AESPA_20241021_WHIPLASH,SM,041510.KQ,aespa,,comeback,mini_album_release,aespa releases Whiplash,aespa 發布 Whiplash,에스파 Whiplash 발매,2024-10-21,2024-10-21,2024-11-04,15,3,14,positive,4.0,B_korean_news,,https://search.naver.com/search.naver?where=news&query=에스파%20Whiplash%20발매,Late 2024 comeback event,Paul,complete,2024-10-21,-0.011162972994760136,0.0142916062339754,-0.012078851295944201,-0.0163534705719227,-0.0022061700086851363,0.005339081359428326,-0.0009034298319179138,positive_comeback,1843022528512,1174934781952,-0.4844129619534137,8400000,5974575113,1656,16400000,10507721,-0.4496562588899599,28.242428018368436,27.792233757263375,15.943742382861155,22.51077882160789,7.4127640174265625,16.612791953770035,16.1676209734041
AESPA_20251205_WINTER_JUNGKOOK,SM,041510.KQ,aespa,Winter,dating,viral_dating_rumor_no_comment,Winter and Jungkook viral dating rumor spreads online,Winter 與 Jungkook 戀愛傳聞在網路發酵,윈터 정국 열애설 온라인 확산,2025-12-05,2025-12-05,2025-12-19,15,3,14,mixed,5.0,B_korean_news,https://en.yna.co.kr/view/AEN20251205006600315,https://search.naver.com/search.naver?where=news&query=윈터%20정국%20열애설,"Unconfirmed viral dating rumor; agencies reportedly offered no comment, so keep as rumor not fact",Paul,needs_review,2025-12-05,0.008537947283780434,-0.011251160499471467,-0.006181940128956667,-0.0051818940814971,-0.01467604042067647,-0.009030287841048605,0.07170785636207233,dating,1843022528512,1174934781952,-0.4844129619534137,8400000,5974575113,1656,16400000,10507721,-0.4496562588899599,28.242428018368436,27.792233757263375,15.943742382861155,22.51077882160789,7.4127640174265625,16.612791953770035,16.1676209734041
BLACKPINK_20210312_ROSE_ON_THE_GROUND,YG,122870.KQ,BLACKPINK,Rose,activity,solo_debut,Rose makes solo debut with On The Ground,Rose 以 On The Ground 個人出道,로제 On The Ground 솔로 데뷔,2021-03-12,2021-03-12,2021-03-26,15,3,14,positive,4.0,B_korean_news,,https://search.naver.com/search.naver?where=news&query=로제%20On%20The%20Ground%20솔로,Member solo debut with high global attention,Paul,complete,2021-03-12,-0.016402745904162498,-0.00944434137929303,0.02257634544524064,0.006337917758737209,-0.02487234795381313,-0.011323425965861666,-0.03838235773832366,positive_activity,839246217216,545404256256,-0.766620014674711,101000000,42179904251,666,57900000,22011126,1.8157964173081156,27.455769965458895,27.024793111245675,18.430631084706523,24.46520974200869,6.502790045915623,17.87422795981438,16.907058656189946
BLACKPINK_20220523_JENNIE_V_RUMOR,YG,122870.KQ,BLACKPINK,Jennie,dating,dating_rumor_agency_no_comment,Jennie and BTS V dating rumor begins with viral Jeju photo,Jennie 與 BTS V 因濟州照片爆出戀愛傳聞,제니 뷔 제주도 사진 열애설,2022-05-23,2022-05-23,2022-06-06,15,3,14,mixed,5.0,C_platform_data,https://www.soompi.com/article/1527555wpp/yg-entertainment-gives-brief-response-to-jennie-and-vs-dating-rumors,https://search.naver.com/search.naver?where=news&query=제니%20뷔%20열애설,Major cross-fandom dating rumor; not confirmed by agencies,Paul,complete,2022-05-23,0.0001579168637484661,0.010858953992790533,0.002767777940351733,0.013061419533769433,-0.004754864659838532,-0.03948815715528367,0.020291433230347496,dating,839246217216,545404256256,-0.766620014674711,101000000,42179904251,666,57900000,22011126,1.8157964173081156,27.455769965458895,27.024793111245675,18.430631084706523,24.46520974200869,6.502790045915623,17.87422795981438,16.907058656189946
BLACKPINK_20210910_LISA_LALISA,YG,122870.KQ,BLACKPINK,Lisa,activity,solo_debut,Lisa makes solo debut with Lalisa,Lisa 以 Lalisa 個人出道,리사 Lalisa 솔로 데뷔,2021-09-10,2021-09-10,2021-09-24,15,3,14,positive,5.0,B_korean_news,,https://search.naver.com/search.naver?where=news&query=리사%20Lalisa%20솔로,Major solo debut and YouTube scale event,Paul,complete,2021-09-10,-0.004388414011009331,-0.02655221130569536,-0.03772095161774823,-0.06976798742966779,-0.04042409955481257,-0.05602408558076807,0.017710415134030474,positive_activity,839246217216,545404256256,-0.766620014674711,101000000,42179904251,666,57900000,22011126,1.8157964173081156,27.455769965458895,27.024793111245675,18.430631084706523,24.46520974200869,6.502790045915623,17.87422795981438,16.907058656189946
BLACKPINK_20220808_BORN_PINK_TOUR_ANNOUNCE,YG,122870.KQ,BLACKPINK,,concert,world_tour_announcement,BLACKPINK announces Born Pink world tour,BLACKPINK 公布 Born Pink 世界巡演,블랙핑크 Born Pink 월드투어 발표,2022-08-08,2022-08-08,2022-08-22,15,3,14,positive,5.0,B_korean_news,,https://search.naver.com/search.naver?where=news&query=블랙핑크%20Born%20Pink%20월드투어,World tour announcement before album release,Paul,complete,2022-08-08,0.007671261715540067,0.0184625628518271,0.0281303427973012,0.03846111357114956,0.05777334040814666,0.03749160451418171,0.030821841139229134,positive_concert,839246217216,545404256256,-0.766620014674711,101000000,42179904251,666,57900000,22011126,1.8157964173081156,27.455769965458895,27.024793111245675,18.430631084706523,24.46520974200869,6.502790045915623,17.87422795981438,16.907058656189946
BLACKPINK_20230604_THE_IDOL,YG,122870.KQ,BLACKPINK,Jennie,PR_crisis,acting_role_controversy,Jennie's The Idol debut draws controversy,Jennie 出演 The Idol 引發爭議,제니 The Idol 출연 논란,2023-06-04,2023-06-05,2023-06-18,15,3,14,mixed,4.0,C_platform_data,https://www.billboard.com/music/music-news/blackpink-jennie-the-idol-acting-debut-fans-react-1235346472/,https://search.naver.com/search.naver?where=news&query=제니%20The%20Idol%20논란,Entertainment image controversy connected to individual member brand risk,Paul,needs_review,2023-06-05,0.005037938240311365,-0.105181183089993,-0.08379767225303233,-0.11347794744463047,-0.15509863024230713,-0.19057499736372502,-0.21700783684876743,negative_PR_crisis,839246217216,545404256256,-0.766620014674711,101000000,42179904251,666,57900000,22011126,1.8157964173081156,27.455769965458895,27.024793111245675,18.430631084706523,24.46520974200869,6.502790045915623,17.87422795981438,16.907058656189946
BLACKPINK_20230331_JISOO_FLOWER,YG,122870.KQ,BLACKPINK,Jisoo,activity,solo_debut,Jisoo makes solo debut with Flower,Jisoo 以 Flower 個人出道,지수 Flower 솔로 데뷔,2023-03-31,2023-03-31,2023-04-14,15,3,14,positive,5.0,B_korean_news,,https://search.naver.com/search.naver?where=news&query=지수%20Flower%20솔로,Final BLACKPINK member solo debut,Paul,complete,2023-03-31,-0.003240781270313934,-0.009341921246622602,-0.012605805147979135,-0.017888465588015604,0.017915329143505992,0.0509581863530298,0.014825509421253678,positive_activity,839246217216,545404256256,-0.766620014674711,101000000,42179904251,666,57900000,22011126,1.8157964173081156,27.455769965458895,27.024793111245675,18.430631084706523,24.46520974200869,6.502790045915623,17.87422795981438,16.907058656189946
BLACKPINK_20230928_LISA_CRAZY_HORSE,YG,122870.KQ,BLACKPINK,Lisa,PR_crisis,performance_controversy,Lisa's Crazy Horse Paris performances spark controversy,Lisa 登上 Crazy Horse Paris 引發爭議,리사 크레이지 호스 공연 논란,2023-09-28,2023-09-30,2023-10-12,15,3,14,mixed,4.0,C_platform_data,https://www.allkpop.com/article/2023/09/blackpink-lisas-official-instagram-is-being-terrorized-by-chinese-netizens-following-crazy-horse-performance-announcement,https://search.naver.com/search.naver?where=news&query=리사%20크레이지호스%20논란,Solo activity controversy created regional fan backlash and discussion,Paul,needs_review,2023-10-04,0.005290209807716398,-0.029467303869727696,-0.014461597282763566,-3.7097770699670574e-05,-0.0520482189179916,-0.2759685569090669,-0.2386898842900175,negative_PR_crisis,839246217216,545404256256,-0.766620014674711,101000000,42179904251,666,57900000,22011126,1.8157964173081156,27.455769965458895,27.024793111245675,18.430631084706523,24.46520974200869,6.502790045915623,17.87422795981438,16.907058656189946
BLACKPINK_20230917_BORN_PINK_FINALE,YG,122870.KQ,BLACKPINK,,concert,tour_finale,BLACKPINK ends Born Pink world tour in Seoul,BLACKPINK 在首爾結束 Born Pink 世界巡演,블랙핑크 Born Pink 피날레 서울,2023-09-16,2023-09-17,2023-09-24,9,3,14,positive,5.0,B_korean_news,,https://search.naver.com/search.naver?where=news&query=블랙핑크%20Born%20Pink%20피날레,Major tour finale and revenue signal,Paul,complete,2023-09-18,-0.001701025656124967,0.007199861365572201,0.0205044269959214,-0.06847259539305507,-0.17958293864524527,-0.1540262862447878,-0.2272890287543574,positive_concert,839246217216,545404256256,-0.766620014674711,101000000,42179904251,666,57900000,22011126,1.8157964173081156,27.455769965458895,27.024793111245675,18.430631084706523,24.46520974200869,6.502790045915623,17.87422795981438,16.907058656189946
BLACKPINK_20240709_JENNIE_VAPING,YG,122870.KQ,BLACKPINK,Jennie,PR_crisis,indoor_vaping_apology,Jennie apologizes for indoor vaping incident,Jennie 室內電子菸事件道歉,제니 실내 흡연 논란 사과,2024-07-08,2024-07-09,2024-07-16,9,3,14,negative,5.0,B_korean_news,https://koreajoongangdaily.joins.com/news/2024-07-09/entertainment/kpop/Blackpinks-Jennie-apologizes-for-smoking-ecigarette-indoors/2086424,https://search.naver.com/search.naver?where=news&query=제니%20실내흡연%20사과,Agency apology and viral deleted-vlog clip make this a clear PR-crisis event,Paul,complete,2024-07-08,0.010377576303480402,0.020649689849285235,0.021547391077376802,0.018450143612788735,0.010996372936826536,-0.014097521260625332,-0.039815915853720386,negative_PR_crisis,839246217216,545404256256,-0.766620014674711,101000000,42179904251,666,57900000,22011126,1.8157964173081156,27.455769965458895,27.024793111245675,18.430631084706523,24.46520974200869,6.502790045915623,17.87422795981438,16.907058656189946
BLACKPINK_20250219_DEADLINE_TOUR,YG,122870.KQ,BLACKPINK,,concert,world_tour_announcement,BLACKPINK announces Deadline world tour,BLACKPINK 公布 Deadline 世界巡演,블랙핑크 Deadline 월드투어 발표,2025-02-19,2025-02-19,2025-03-05,15,3,14,positive,5.0,B_korean_news,,https://search.naver.com/search.naver?where=news&query=블랙핑크%20Deadline%20월드투어,New world tour event after contract renewal,Paul,complete,2025-02-19,-0.004203424307672066,0.0943722759281724,0.09993364091926638,0.06824563936143704,0.07628110796651084,0.07416275966140051,0.13695227388065961,positive_concert,839246217216,545404256256,-0.766620014674711,101000000,42179904251,666,57900000,22011126,1.8157964173081156,27.455769965458895,27.024793111245675,18.430631084706523,24.46520974200869,6.502790045915623,17.87422795981438,16.907058656189946
NEWJEANS_20250207_NJZ_REBRAND,HYBE,352820.KS,NewJeans,,contract_member,rebrand_during_contract_dispute,NewJeans members announce NJZ rebrand amid ADOR dispute,NewJeans 成員在 ADOR 爭議中宣布改名 NJZ,뉴진스 NJZ 활동명 변경 발표,2025-02-07,2025-02-07,2025-02-21,15,3,14,negative,5.0,B_korean_news,https://time.com/7270186/njz-newjeans-exclusive-hybe-ador-legal-battle-complexcon-hongkong/,https://search.naver.com/search.naver?where=news&query=뉴진스%20NJZ%20활동명,Contract-dispute event rather than a normal comeback event,Paul,complete,2025-02-07,-0.010067917011971066,-0.012588398194006766,-0.019654310720309667,-0.0023111875885906685,0.018138607810843897,0.04184490069892153,-0.07207346001163228,negative_contract_crisis,9683290030080,2649870303232,1.7198418697902833,8380000,5141188457,752,11900000,13711554,-0.4343159405749608,29.9014228386118,28.605531812552744,15.941358591790001,22.360550107196563,6.6240652277998935,16.29204904211537,16.433749465967523
NEWJEANS_20220801_COOKIE_CONTROVERSY,HYBE,352820.KS,NewJeans,,PR_crisis,lyrics_controversy,NewJeans Cookie lyrics controversy,NewJeans Cookie 歌詞爭議,뉴진스 Cookie 가사 논란,2022-08-01,2022-08-01,2022-08-15,15,3,14,negative,4.0,B_korean_news,,https://search.naver.com/search.naver?where=news&query=뉴진스%20Cookie%20가사%20논란,Early PR controversy around debut EP,Paul,complete,2022-08-01,-6.622323491209912e-05,-0.029116060519001535,-0.05435183986214067,-0.0430277328595942,-0.03373725949364197,0.020858590219198433,0.0668916689643127,negative_PR_crisis,9683290030080,2649870303232,1.7198418697902833,8380000,5141188457,752,11900000,13711554,-0.4343159405749608,29.9014228386118,28.605531812552744,15.941358591790001,22.360550107196563,6.6240652277998935,16.29204904211537,16.433749465967523
NEWJEANS_20230106_OMG_MV_CONTROVERSY,HYBE,352820.KS,NewJeans,,PR_crisis,music_video_controversy,NewJeans OMG music video draws mental illness aesthetic controversy,NewJeans OMG MV 引發精神疾病呈現爭議,뉴진스 OMG 뮤직비디오 논란,2023-01-06,2023-01-06,2023-01-20,15,3,14,negative,3.0,B_korean_news,https://koreajoongangdaily.joins.com/2023/01/06/entertainment/kpop/newjeans-new-jeans-min-heejin/20230106141700434.html,https://search.naver.com/search.naver?where=news&query=뉴진스%20OMG%20뮤직비디오%20논란,Second early-career content controversy after Cookie,Paul,complete,2023-01-06,-0.016670256312799298,0.004384780164072932,-0.002587702944868101,0.006983574333332097,0.013053895606299399,-0.0029884505611626963,0.014092117861947757,negative_PR_crisis,9683290030080,2649870303232,1.7198418697902833,8380000,5141188457,752,11900000,13711554,-0.4343159405749608,29.9014228386118,28.605531812552744,15.941358591790001,22.360550107196563,6.6240652277998935,16.29204904211537,16.433749465967523
NEWJEANS_20230707_SUPER_SHY,HYBE,352820.KS,NewJeans,,comeback,pre_release_single,NewJeans releases Super Shy,NewJeans 發布 Super Shy,뉴진스 Super Shy 발매,2023-07-07,2023-07-07,2023-07-21,15,3,14,positive,5.0,B_korean_news,,https://search.naver.com/search.naver?where=news&query=뉴진스%20Super%20Shy,High global attention pre-release single,Paul,complete,2023-07-07,0.032553615165660764,0.005274013966257464,-0.017703312286249766,-0.09554011254202703,-0.0758017987677726,-0.09652436434762826,-0.15777643264587482,positive_comeback,9683290030080,2649870303232,1.7198418697902833,8380000,5141188457,752,11900000,13711554,-0.4343159405749608,29.9014228386118,28.605531812552744,15.941358591790001,22.360550107196563,6.6240652277998935,16.29204904211537,16.433749465967523
NEWJEANS_20230721_ETA_IPHONE,HYBE,352820.KS,NewJeans,,activity,brand_collaboration_mv,NewJeans releases ETA music video filmed with iPhone,NewJeans ETA MV 與 iPhone 合作釋出,뉴진스 ETA 아이폰 뮤직비디오,2023-07-21,2023-07-21,2023-08-04,15,3,14,positive,3.0,A_official,https://www.youtube.com/watch?v=jOTfBlKSQYY,https://search.naver.com/search.naver?where=news&query=뉴진스%20ETA%20아이폰,Brand collaboration activity with measurable YouTube and search traffic,Paul,complete,2023-07-21,-0.025640805933101796,0.00178729029893393,0.008311557601062367,-0.019245955437416383,-0.07690275983416305,-0.04453443033097535,-0.09314838681023091,positive_activity,9683290030080,2649870303232,1.7198418697902833,8380000,5141188457,752,11900000,13711554,-0.4343159405749608,29.9014228386118,28.605531812552744,15.941358591790001,22.360550107196563,6.6240652277998935,16.29204904211537,16.433749465967523
NEWJEANS_20241010_HANNI_ASSEMBLY_SUMMONS,HYBE,352820.KS,NewJeans,Hanni,PR_crisis,workplace_bullying_summons,Hanni selected to testify at National Assembly over workplace bullying allegation,Hanni 因職場霸凌指控被選為國會證人,하니 직장 내 괴롭힘 국회 출석 결정,2024-10-10,2024-10-10,2024-10-15,6,3,14,negative,4.0,B_korean_news,https://koreajoongangdaily.joins.com/news/2024-10-10/entertainment/kpop/NewJeans-Hanni-to-testify-before-National-Assembly-over-workplace-harassment-allegation/2151870,https://search.naver.com/search.naver?where=news&query=뉴진스%20하니%20국회%20직장내괴롭힘,Pre-hearing escalation before the Oct 15 testimony event,Paul,complete,2024-10-10,0.006171323253988534,0.02595792593964304,0.006668539756724569,0.02435292920427417,0.06952743587174404,0.10268648437029537,-0.002129735782357124,negative_PR_crisis,9683290030080,2649870303232,1.7198418697902833,8380000,5141188457,752,11900000,13711554,-0.4343159405749608,29.9014228386118,28.605531812552744,15.941358591790001,22.360550107196563,6.6240652277998935,16.29204904211537,16.433749465967523
