event_id,date,keyword,naver_datalab_score,collected_at
BLACKPINK_20220523_JENNIE_V_RUMOR,2022-05-23,제니 뷔 열애설,100,2026-05-29T03:25:31
BLACKPINK_20220523_JENNIE_V_RUMOR,2022-05-24,제니 뷔 열애설,18.12191,2026-05-29T03:25:31
BLACKPINK_20220523_JENNIE_V_RUMOR,2022-05-25,제니 뷔 열애설,10.21416,2026-05-29T03:25:31
BLACKPINK_20220523_JENNIE_V_RUMOR,2022-05-26,제니 뷔 열애설,9.11587,2026-05-29T03:25:31
BLACKPINK_20220523_JENNIE_V_RUMOR,2022-05-27,제니 뷔 열애설,6.26029,2026-05-29T03:25:31
BLACKPINK_20220523_JENNIE_V_RUMOR,2022-05-28,제니 뷔 열애설,4.00878,2026-05-29T03:25:31
BLACKPINK_20220523_JENNIE_V_RUMOR,2022-05-29,제니 뷔 열애설,3.40472,2026-05-29T03:25:31
BLACKPINK_20220523_JENNIE_V_RUMOR,2022-05-30,제니 뷔 열애설,2.74574,2026-05-29T03:25:31
BLACKPINK_20220523_JENNIE_V_RUMOR,2022-05-31,제니 뷔 열애설,1.31795,2026-05-29T03:25:31
BLACKPINK_20220523_JENNIE_V_RUMOR,2022-06-01,제니 뷔 열애설,1.92202,2026-05-29T03:25:31
BLACKPINK_20220523_JENNIE_V_RUMOR,2022-06-02,제니 뷔 열애설,2.03185,2026-05-29T03:25:31
BLACKPINK_20220523_JENNIE_V_RUMOR,2022-06-03,제니 뷔 열애설,1.15321,2026-05-29T03:25:31
BLACKPINK_20220523_JENNIE_V_RUMOR,2022-06-04,제니 뷔 열애설,1.15321,2026-05-29T03:25:31
BLACKPINK_20220523_JENNIE_V_RUMOR,2022-06-05,제니 뷔 열애설,0.7688,2026-05-29T03:25:31
BLACKPINK_20220523_JENNIE_V_RUMOR,2022-06-06,제니 뷔 열애설,0.98846,2026-05-29T03:25:31
BLACKPINK_20220808_BORN_PINK_TOUR_ANNOUNCE,2022-08-09,블랙핑크 Born Pink 월드투어,100,2026-05-29T03:25:31
BLACKPINK_20240709_JENNIE_VAPING,2024-07-09,제니 실내흡연 사과,100,2026-05-29T03:25:31
BLACKPINK_20240709_JENNIE_VAPING,2024-07-10,제니 실내흡연 사과,33.33333,2026-05-29T03:25:31
NEWJEANS_20230707_SUPER_SHY,2023-07-07,뉴진스 Super Shy,100,2026-05-29T03:25:31
NEWJEANS_20230707_SUPER_SHY,2023-07-08,뉴진스 Super Shy,98.85057,2026-05-29T03:25:31
NEWJEANS_20230707_SUPER_SHY,2023-07-09,뉴진스 Super Shy,74.47065,2026-05-29T03:25:31
NEWJEANS_20230707_SUPER_SHY,2023-07-10,뉴진스 Super Shy,66.36418,2026-05-29T03:25:31
NEWJEANS_20230707_SUPER_SHY,2023-07-11,뉴진스 Super Shy,49.54627,2026-05-29T03:25:31
NEWJEANS_20230707_SUPER_SHY,2023-07-12,뉴진스 Super Shy,46.0375,2026-05-29T03:25:31
NEWJEANS_20230707_SUPER_SHY,2023-07-13,뉴진스 Super Shy,38.415,2026-05-29T03:25:31
NEWJEANS_20230707_SUPER_SHY,2023-07-14,뉴진스 Super Shy,44.10163,2026-05-29T03:25:31
NEWJEANS_20230707_SUPER_SHY,2023-07-15,뉴진스 Super Shy,48.82032,2026-05-29T03:25:31
NEWJEANS_20230707_SUPER_SHY,2023-07-16,뉴진스 Super Shy,44.76709,2026-05-29T03:25:31
NEWJEANS_20230707_SUPER_SHY,2023-07-17,뉴진스 Super Shy,29.82456,2026-05-29T03:25:31
NEWJEANS_20230707_SUPER_SHY,2023-07-18,뉴진스 Super Shy,26.92075,2026-05-29T03:25:31
NEWJEANS_20230707_SUPER_SHY,2023-07-19,뉴진스 Super Shy,29.28009,2026-05-29T03:25:31
NEWJEANS_20230707_SUPER_SHY,2023-07-20,뉴진스 Super Shy,31.21597,2026-05-29T03:25:31
NEWJEANS_20230707_SUPER_SHY,2023-07-21,뉴진스 Super Shy,30.18753,2026-05-29T03:25:31
NEWJEANS_20230721_ETA_IPHONE,2023-07-21,뉴진스 ETA 아이폰,100,2026-05-29T03:25:31
NEWJEANS_20230721_ETA_IPHONE,2023-07-22,뉴진스 ETA 아이폰,38.70967,2026-05-29T03:25:31
NEWJEANS_20230721_ETA_IPHONE,2023-07-23,뉴진스 ETA 아이폰,24.73118,2026-05-29T03:25:31
NEWJEANS_20230721_ETA_IPHONE,2023-07-24,뉴진스 ETA 아이폰,27.95698,2026-05-29T03:25:31
NEWJEANS_20230721_ETA_IPHONE,2023-07-25,뉴진스 ETA 아이폰,33.33333,2026-05-29T03:25:31
NEWJEANS_20230721_ETA_IPHONE,2023-07-26,뉴진스 ETA 아이폰,24.73118,2026-05-29T03:25:31
NEWJEANS_20230721_ETA_IPHONE,2023-07-27,뉴진스 ETA 아이폰,27.95698,2026-05-29T03:25:31
NEWJEANS_20230721_ETA_IPHONE,2023-07-28,뉴진스 ETA 아이폰,22.58064,2026-05-29T03:25:31
NEWJEANS_20230721_ETA_IPHONE,2023-07-29,뉴진스 ETA 아이폰,9.67741,2026-05-29T03:25:31
NEWJEANS_20230721_ETA_IPHONE,2023-07-30,뉴진스 ETA 아이폰,15.05376,2026-05-29T03:25:31
NEWJEANS_20230721_ETA_IPHONE,2023-07-31,뉴진스 ETA 아이폰,24.73118,2026-05-29T03:25:31
NEWJEANS_20230721_ETA_IPHONE,2023-08-01,뉴진스 ETA 아이폰,23.65591,2026-05-29T03:25:31
NEWJEANS_20230721_ETA_IPHONE,2023-08-02,뉴진스 ETA 아이폰,8.60215,2026-05-29T03:25:31
NEWJEANS_20230721_ETA_IPHONE,2023-08-03,뉴진스 ETA 아이폰,12.90322,2026-05-29T03:25:31
NEWJEANS_20230721_ETA_IPHONE,2023-08-04,뉴진스 ETA 아이폰,22.58064,2026-05-29T03:25:31
NEWJEANS_20250321_ADOR_INJUNCTION,2025-03-21,뉴진스 어도어 가처분,100,2026-05-29T03:25:31
NEWJEANS_20240524_HOW_SWEET,2024-05-24,뉴진스 How Sweet,100,2026-05-29T03:25:31
NEWJEANS_20240524_HOW_SWEET,2024-05-25,뉴진스 How Sweet,54.94855,2026-05-29T03:25:31
NEWJEANS_20240524_HOW_SWEET,2024-05-26,뉴진스 How Sweet,32.31057,2026-05-29T03:25:31
NEWJEANS_20240524_HOW_SWEET,2024-05-27,뉴진스 How Sweet,27.52104,2026-05-29T03:25:31
NEWJEANS_20240524_HOW_SWEET,2024-05-28,뉴진스 How Sweet,22.31992,2026-05-29T03:25:31
NEWJEANS_20240524_HOW_SWEET,2024-05-29,뉴진스 How Sweet,19.92516,2026-05-29T03:25:31
NEWJEANS_20240524_HOW_SWEET,2024-05-30,뉴진스 How Sweet,18.07296,2026-05-29T03:25:31
NEWJEANS_20240524_HOW_SWEET,2024-05-31,뉴진스 How Sweet,17.43685,2026-05-29T03:25:31
NEWJEANS_20240524_HOW_SWEET,2024-06-01,뉴진스 How Sweet,17.10009,2026-05-29T03:25:31
NEWJEANS_20240524_HOW_SWEET,2024-06-02,뉴진스 How Sweet,13.97567,2026-05-29T03:25:31
NEWJEANS_20240524_HOW_SWEET,2024-06-03,뉴진스 How Sweet,11.9738,2026-05-29T03:25:31
NEWJEANS_20240524_HOW_SWEET,2024-06-04,뉴진스 How Sweet,10.06548,2026-05-29T03:25:31
NEWJEANS_20240524_HOW_SWEET,2024-06-05,뉴진스 How Sweet,9.61646,2026-05-29T03:25:31
NEWJEANS_20240524_HOW_SWEET,2024-06-06,뉴진스 How Sweet,10.14031,2026-05-29T03:25:31
NEWJEANS_20240524_HOW_SWEET,2024-06-07,뉴진스 How Sweet,9.71,2026-05-29T03:25:31
LESSERAFIM_20240219_EASY_RELEASE,2024-02-19,르세라핌 Easy,100,2026-05-29T03:25:31
LESSERAFIM_20240219_EASY_RELEASE,2024-02-20,르세라핌 Easy,74.3544,2026-05-29T03:25:31
LESSERAFIM_20240219_EASY_RELEASE,2024-02-21,르세라핌 Easy,49.10952,2026-05-29T03:25:31
LESSERAFIM_20240219_EASY_RELEASE,2024-02-22,르세라핌 Easy,44.47907,2026-05-29T03:25:31
LESSERAFIM_20240219_EASY_RELEASE,2024-02-23,르세라핌 Easy,41.00623,2026-05-29T03:25:31
LESSERAFIM_20240219_EASY_RELEASE,2024-02-24,르세라핌 Easy,47.41763,2026-05-29T03:25:31
LESSERAFIM_20240219_EASY_RELEASE,2024-02-25,르세라핌 Easy,61.08637,2026-05-29T03:25:31
LESSERAFIM_20240219_EASY_RELEASE,2024-02-26,르세라핌 Easy,56.54496,2026-05-29T03:25:31
LESSERAFIM_20240219_EASY_RELEASE,2024-02-27,르세라핌 Easy,51.24666,2026-05-29T03:25:31
LESSERAFIM_20240219_EASY_RELEASE,2024-02-28,르세라핌 Easy,51.73642,2026-05-29T03:25:31
LESSERAFIM_20240219_EASY_RELEASE,2024-02-29,르세라핌 Easy,51.02404,2026-05-29T03:25:31
LESSERAFIM_20240219_EASY_RELEASE,2024-03-01,르세라핌 Easy,50.22261,2026-05-29T03:25:31
LESSERAFIM_20240219_EASY_RELEASE,2024-03-02,르세라핌 Easy,49.065,2026-05-29T03:25:31
LESSERAFIM_20240219_EASY_RELEASE,2024-03-03,르세라핌 Easy,48.08548,2026-05-29T03:25:31
LESSERAFIM_20240219_EASY_RELEASE,2024-03-04,르세라핌 Easy,38.82457,2026-05-29T03:25:31
LESSERAFIM_20240403_KAZUHA_DATING,2024-04-03,카즈하 케이 열애설,100,2026-05-29T03:25:31
LESSERAFIM_20240403_KAZUHA_DATING,2024-04-04,카즈하 케이 열애설,24.48979,2026-05-29T03:25:31
LESSERAFIM_20240830_CRAZY,2024-08-30,르세라핌 Crazy,92.50844,2026-05-29T03:25:31
LESSERAFIM_20240830_CRAZY,2024-08-31,르세라핌 Crazy,100,2026-05-29T03:25:31
LESSERAFIM_20240830_CRAZY,2024-09-01,르세라핌 Crazy,85.07829,2026-05-29T03:25:31
LESSERAFIM_20240830_CRAZY,2024-09-02,르세라핌 Crazy,86.12219,2026-05-29T03:25:31
LESSERAFIM_20240830_CRAZY,2024-09-03,르세라핌 Crazy,68.3758,2026-05-29T03:25:31
LESSERAFIM_20240830_CRAZY,2024-09-04,르세라핌 Crazy,58.27448,2026-05-29T03:25:31
LESSERAFIM_20240830_CRAZY,2024-09-05,르세라핌 Crazy,54.5287,2026-05-29T03:25:31
LESSERAFIM_20240830_CRAZY,2024-09-06,르세라핌 Crazy,49.73902,2026-05-29T03:25:31
LESSERAFIM_20240830_CRAZY,2024-09-07,르세라핌 Crazy,50.72152,2026-05-29T03:25:31
LESSERAFIM_20240830_CRAZY,2024-09-08,르세라핌 Crazy,48.72582,2026-05-29T03:25:31
LESSERAFIM_20240830_CRAZY,2024-09-09,르세라핌 Crazy,44.91863,2026-05-29T03:25:31
LESSERAFIM_20240830_CRAZY,2024-09-10,르세라핌 Crazy,43.32207,2026-05-29T03:25:31
LESSERAFIM_20240830_CRAZY,2024-09-11,르세라핌 Crazy,42.30887,2026-05-29T03:25:31
LESSERAFIM_20240830_CRAZY,2024-09-12,르세라핌 Crazy,42.55449,2026-05-29T03:25:31
LESSERAFIM_20240830_CRAZY,2024-09-13,르세라핌 Crazy,37.45778,2026-05-29T03:25:31
LESSERAFIM_20250314_HOT,2025-03-14,르세라핌 Hot,100,2026-05-29T03:25:31
LESSERAFIM_20250314_HOT,2025-03-15,르세라핌 Hot,77.5238,2026-05-29T03:25:31
LESSERAFIM_20250314_HOT,2025-03-16,르세라핌 Hot,78.53968,2026-05-29T03:25:31
LESSERAFIM_20250314_HOT,2025-03-17,르세라핌 Hot,81.07936,2026-05-29T03:25:31
LESSERAFIM_20250314_HOT,2025-03-18,르세라핌 Hot,63.36507,2026-05-29T03:25:31
LESSERAFIM_20250314_HOT,2025-03-19,르세라핌 Hot,61.90476,2026-05-29T03:25:31
LESSERAFIM_20250314_HOT,2025-03-20,르세라핌 Hot,55.30158,2026-05-29T03:25:31
LESSERAFIM_20250314_HOT,2025-03-21,르세라핌 Hot,65.71428,2026-05-29T03:25:31
LESSERAFIM_20250314_HOT,2025-03-22,르세라핌 Hot,68,2026-05-29T03:25:31
LESSERAFIM_20250314_HOT,2025-03-23,르세라핌 Hot,66.28571,2026-05-29T03:25:31
LESSERAFIM_20250314_HOT,2025-03-24,르세라핌 Hot,54.85714,2026-05-29T03:25:31
LESSERAFIM_20250314_HOT,2025-03-25,르세라핌 Hot,49.26984,2026-05-29T03:25:31
LESSERAFIM_20250314_HOT,2025-03-26,르세라핌 Hot,52.06349,2026-05-29T03:25:31
LESSERAFIM_20250314_HOT,2025-03-27,르세라핌 Hot,50.79365,2026-05-29T03:25:31
LESSERAFIM_20250314_HOT,2025-03-28,르세라핌 Hot,45.33333,2026-05-29T03:25:31
BTS_20221213_JIN_MEMBER_ENLISTMENT_JIN_BEGINS_MANDATORY_MI,2022-12-13,BTS 진 군 입대,100,2026-05-29T03:25:31
BTS_20221213_JIN_MEMBER_ENLISTMENT_JIN_BEGINS_MANDATORY_MI,2022-12-14,BTS 진 군 입대,31.94444,2026-05-29T03:25:31
