event_id,company,ticker,group,member,event_category,event_subtype,event_title_en,event_title_zh,event_title_ko,start_date,peak_date,end_date,duration_days,event_window_before_days,event_window_after_days,sentiment_expected,severity_score,source_level,official_source_url,naver_source_url,notes,collector,status
NEWJEANS_20250207_NJZ_REBRAND,HYBE,352820.KS,NewJeans,,contract_member,rebrand_during_contract_dispute,NewJeans members announce NJZ rebrand amid ADOR dispute,NewJeans 成員在 ADOR 爭議中宣布改名 NJZ,뉴진스 NJZ 활동명 변경 발표,2025-02-07,2025-02-07,2025-02-21,15,3,14,negative,5,B_korean_news,https://time.com/7270186/njz-newjeans-exclusive-hybe-ador-legal-battle-complexcon-hongkong/,https://search.naver.com/search.naver?where=news&query=뉴진스%20NJZ%20활동명,Contract-dispute event rather than a normal comeback event,Paul,complete
NEWJEANS_20220801_COOKIE_CONTROVERSY,HYBE,352820.KS,NewJeans,,PR_crisis,lyrics_controversy,NewJeans Cookie lyrics controversy,NewJeans Cookie 歌詞爭議,뉴진스 Cookie 가사 논란,2022-08-01,2022-08-01,2022-08-15,15,3,14,negative,4,B_korean_news,,https://search.naver.com/search.naver?where=news&query=뉴진스%20Cookie%20가사%20논란,Early PR controversy around debut EP,Paul,complete
NEWJEANS_20230106_OMG_MV_CONTROVERSY,HYBE,352820.KS,NewJeans,,PR_crisis,music_video_controversy,NewJeans OMG music video draws mental illness aesthetic controversy,NewJeans OMG MV 引發精神疾病呈現爭議,뉴진스 OMG 뮤직비디오 논란,2023-01-06,2023-01-06,2023-01-20,15,3,14,negative,3,B_korean_news,https://koreajoongangdaily.joins.com/2023/01/06/entertainment/kpop/newjeans-new-jeans-min-heejin/20230106141700434.html,https://search.naver.com/search.naver?where=news&query=뉴진스%20OMG%20뮤직비디오%20논란,Second early-career content controversy after Cookie,Paul,complete
NEWJEANS_20230707_SUPER_SHY,HYBE,352820.KS,NewJeans,,comeback,pre_release_single,NewJeans releases Super Shy,NewJeans 發布 Super Shy,뉴진스 Super Shy 발매,2023-07-07,2023-07-07,2023-07-21,15,3,14,positive,5,B_korean_news,,https://search.naver.com/search.naver?where=news&query=뉴진스%20Super%20Shy,High global attention pre-release single,Paul,complete
NEWJEANS_20230721_ETA_IPHONE,HYBE,352820.KS,NewJeans,,activity,brand_collaboration_mv,NewJeans releases ETA music video filmed with iPhone,NewJeans ETA MV 與 iPhone 合作釋出,뉴진스 ETA 아이폰 뮤직비디오,2023-07-21,2023-07-21,2023-08-04,15,3,14,positive,3,A_official,https://www.youtube.com/watch?v=jOTfBlKSQYY,https://search.naver.com/search.naver?where=news&query=뉴진스%20ETA%20아이폰,Brand collaboration activity with measurable YouTube and search traffic,Paul,complete
NEWJEANS_20241010_HANNI_ASSEMBLY_SUMMONS,HYBE,352820.KS,NewJeans,Hanni,PR_crisis,workplace_bullying_summons,Hanni selected to testify at National Assembly over workplace bullying allegation,Hanni 因職場霸凌指控被選為國會證人,하니 직장 내 괴롭힘 국회 출석 결정,2024-10-10,2024-10-10,2024-10-15,6,3,14,negative,4,B_korean_news,https://koreajoongangdaily.joins.com/news/2024-10-10/entertainment/kpop/NewJeans-Hanni-to-testify-before-National-Assembly-over-workplace-harassment-allegation/2151870,https://search.naver.com/search.naver?where=news&query=뉴진스%20하니%20국회%20직장내괴롭힘,Pre-hearing escalation before the Oct 15 testimony event,Paul,complete
NEWJEANS_20250321_ADOR_INJUNCTION,HYBE,352820.KS,NewJeans,,contract_member,court_injunction,Court accepts ADOR injunction limiting NewJeans independent activity,法院接受 ADOR 假處分限制 NewJeans 獨立活動,뉴진스 어도어 가처분 인용,2025-03-21,2025-03-21,2025-03-28,8,3,14,negative,5,B_korean_news,https://time.com/7271058/newjeans-njz-hiatus-pause-complexcon-concert-ador-injunction-pit-stop/,https://search.naver.com/search.naver?where=news&query=뉴진스%20어도어%20가처분,Legal and contract control event directly relevant to HYBE/ADOR risk,Paul,complete
NEWJEANS_20240524_HOW_SWEET,HYBE,352820.KS,NewJeans,,comeback,single_release,NewJeans releases How Sweet,NewJeans 發布 How Sweet,뉴진스 How Sweet 발매,2024-05-24,2024-05-24,2024-06-07,15,3,14,positive,4,B_korean_news,,https://search.naver.com/search.naver?where=news&query=뉴진스%20How%20Sweet,Comeback during management dispute,Paul,complete
NEWJEANS_20250324_NJZ_HIATUS,HYBE,352820.KS,NewJeans,,contract_member,activity_pause,NJZ announces hiatus amid ADOR contract dispute,NJZ 因 ADOR 合約爭議宣布暫停活動,뉴진스 NJZ 활동 중단 발표,2025-03-24,2025-03-24,2025-04-07,15,3,14,negative,5,B_korean_news,https://time.com/7271058/newjeans-njz-hiatus-pause-complexcon-concert-ador-injunction-pit-stop/,https://search.naver.com/search.naver?where=news&query=뉴진스%20활동중단%20NJZ,Post-injunction activity pause is distinct from the initial contract-termination press conference,Paul,complete
NEWJEANS_20241015_HANNI_ASSEMBLY,HYBE,352820.KS,NewJeans,Hanni,PR_crisis,workplace_bullying_testimony,Hanni testifies at National Assembly, Hanni 國會作證職場霸凌議題,하니 국정감사 직장 내 괴롭힘,2024-10-15,2024-10-15,2024-10-22,8,3,14,negative,5,B_korean_news,,https://search.naver.com/search.naver?where=news&query=하니%20국정감사%20직장%20괴롭힘,High profile testimony connected to ADOR dispute,Paul,complete
LESSERAFIM_20240717_SOURCE_ADOR_LAWSUIT,HYBE,352820.KS,LE SSERAFIM,,contract_member,inter_label_legal_action,Source Music sues ADOR CEO over LE SSERAFIM comments,Source Music 因 LE SSERAFIM 相關發言起訴 ADOR CEO,쏘스뮤직 민희진 르세라핌 발언 소송,2024-07-17,2024-07-17,2024-07-31,15,3,14,negative,4,C_platform_data,https://www.gmanetwork.com/news/showbiz/showbizabroad/913622/hybe-label-source-music-sues-ador-ceo-min-hee-jin-over-le-sserafim-comments/story/,https://search.naver.com/search.naver?where=news&query=쏘스뮤직%20민희진%20르세라핌%20소송,Inter-label legal action tied to LE SSERAFIM reputation during HYBE/ADOR conflict,Paul,needs_review
LESSERAFIM_20220520_GARAM_HIATUS,HYBE,352820.KS,LE SSERAFIM,Kim Garam,PR_crisis,bullying_hiatus,Kim Garam goes on hiatus amid school bullying controversy,金佳覽因校園霸凌爭議暫停活動,김가람 학폭 논란 활동 중단,2022-05-20,2022-05-20,2022-06-03,15,3,14,negative,5,B_korean_news,https://www.rollingstone.com/music/music-news/le-sserafim-kim-garam-bullying-accusation-1385886/,https://search.naver.com/search.naver?where=news&query=르세라핌%20김가람%20학폭%20활동중단,Major debut-period bullying controversy before contract termination,Paul,complete
LESSERAFIM_20230812_FLAME_RISES,HYBE,352820.KS,LE SSERAFIM,,concert,first_tour_start,LE SSERAFIM starts Flame Rises tour,LE SSERAFIM 開始 Flame Rises 巡演,르세라핌 Flame Rises 투어,2023-08-12,2023-08-12,2023-08-26,15,3,14,positive,4,B_korean_news,,https://search.naver.com/search.naver?where=news&query=르세라핌%20Flame%20Rises%20투어,First tour event with revenue implications,Paul,complete
LESSERAFIM_20240829_EUNCHAE_APOLOGY,HYBE,352820.KS,LE SSERAFIM,Eunchae,PR_crisis,school_remark_apology,Eunchae apologizes for student-mocking controversy,恩採因學生發言爭議道歉,은채 학생 조롱 논란 사과,2024-08-29,2024-08-29,2024-09-05,8,3,14,negative,4,C_platform_data,https://www.koreaboo.com/news/le-sserafim-eunchae-apologize-student-mocking-controversy/,https://search.naver.com/search.naver?where=news&query=은채%20학생%20조롱%20논란%20사과,Member image controversy with apology; use as reviewable PR-crisis sample,Paul,needs_review
LESSERAFIM_20240219_EASY_RELEASE,HYBE,352820.KS,LE SSERAFIM,,comeback,mini_album_release,LE SSERAFIM releases Easy,LE SSERAFIM 發布 Easy,르세라핌 Easy 발매,2024-02-19,2024-02-19,2024-03-04,15,3,14,positive,4,B_korean_news,,https://search.naver.com/search.naver?where=news&query=르세라핌%20Easy%20발매,Mini album comeback before Hot 100 achievement,Paul,complete
LESSERAFIM_20240403_KAZUHA_DATING,HYBE,352820.KS,LE SSERAFIM,Kazuha,dating,denied_dating_rumor,HYBE denies Kazuha and &TEAM K dating rumor,HYBE 否認 Kazuha 與 &TEAM K 戀愛傳聞,카즈하 케이 열애설 하이브 부인,2024-04-03,2024-04-03,2024-04-10,8,3,14,mixed,4,B_korean_news,https://koreajoongangdaily.joins.com/news/2024-04-03/entertainment/kpop/Le-Sserafims-Kazuha-and-Teams-K-are-not-dating-HYBE-says/2017314,https://search.naver.com/search.naver?where=news&query=카즈하%20케이%20열애설,Denied dating rumor from Japanese report; useful cross-border rumor sample,Paul,complete
LESSERAFIM_20240729_DOCUMENTARY,HYBE,352820.KS,LE SSERAFIM,,activity,documentary_release,LE SSERAFIM releases Make It Look Easy documentary,LE SSERAFIM 發布紀錄片 Make It Look Easy,르세라핌 Make It Look Easy 다큐멘터리,2024-07-29,2024-07-29,2024-08-12,15,3,14,mixed,3,B_korean_news,,https://search.naver.com/search.naver?where=news&query=르세라핌%20Make%20It%20Look%20Easy%20다큐,Documentary produced discussion around group pressure and image,Paul,complete
LESSERAFIM_20240830_CRAZY,HYBE,352820.KS,LE SSERAFIM,,comeback,mini_album_release,LE SSERAFIM releases Crazy,LE SSERAFIM 發布 Crazy,르세라핌 Crazy 발매,2024-08-30,2024-08-30,2024-09-13,15,3,14,positive,5,B_korean_news,,https://search.naver.com/search.naver?where=news&query=르세라핌%20Crazy%20발매,Major comeback after Coachella criticism,Paul,complete
LESSERAFIM_20231016_CHAEWON_HEALTH,HYBE,352820.KS,LE SSERAFIM,Kim Chaewon,PR_crisis,health_hiatus,Kim Chaewon suspends activities for health recovery,金采源因健康恢復暫停活動,김채원 건강 문제 활동 중단,2023-10-16,2023-10-16,2023-10-26,11,3,14,negative,3,A_official,https://weverse.io/lesserafim/notice/15750,https://search.naver.com/search.naver?where=news&query=르세라핌%20김채원%20활동중단%20건강,Health hiatus and return window affects group schedule discussion,Paul,complete
LESSERAFIM_20250314_HOT,HYBE,352820.KS,LE SSERAFIM,,comeback,mini_album_release,LE SSERAFIM releases Hot,LE SSERAFIM 發布 Hot,르세라핌 Hot 발매,2025-03-14,2025-03-14,2025-03-28,15,3,14,positive,4,B_korean_news,,https://search.naver.com/search.naver?where=news&query=르세라핌%20Hot%20발매,2025 comeback event within analysis window,Paul,complete
SEVENTEEN_20210719_CONTRACT_RENEWAL,HYBE,352820.KS,SEVENTEEN,,contract_member,contract_renewal,All 13 SEVENTEEN members renew contracts with Pledis,SEVENTEEN 全員提前續約 Pledis,세븐틴 전원 플레디스와 재계약,2021-07-19,2021-07-19,2021-08-02,15,3,14,positive,4,B_media,https://celebconfirmed.com/news/Seventeen%27s-13-members-all-renew-contracts-with-Pledis-Entertainment-808,,"All 13 members renewed contracts ahead of expiration, reducing group continuity risk.",Elisa,completed
SEVENTEEN_20211022_ATTACCA,HYBE,352820.KS,SEVENTEEN,,comeback,mini_album,SEVENTEEN releases 9th mini album Attacca,SEVENTEEN 發行迷你九輯 Attacca,세븐틴 미니 9집 Attacca 발매,2021-10-22,2021-10-22,2021-11-05,15,3,14,positive,3,B_media,https://en.wikipedia.org/wiki/Attacca_(EP),,Major comeback with title track Rock with You.,Elisa,completed
SEVENTEEN_20220415_DARLING,HYBE,352820.KS,SEVENTEEN,,activity,english_single,SEVENTEEN releases first English-language single Darl+ing,SEVENTEEN 發行首支英文單曲 Darl+ing,세븐틴 첫 영어 싱글 Darl+ing 발매,2022-04-15,2022-04-15,2022-04-29,15,3,14,positive,3,B_media,https://pitchfork.com/news/seventeen-announce-new-album-face-the-sun,,"Pre-release English single before Face the Sun, relevant to global expansion.",Elisa,completed
SEVENTEEN_20220527_FACE_THE_SUN,HYBE,352820.KS,SEVENTEEN,,comeback,studio_album,SEVENTEEN releases 4th studio album Face the Sun,SEVENTEEN 發行正規四輯 Face the Sun,세븐틴 정규 4집 Face the Sun 발매,2022-05-27,2022-05-27,2022-06-10,15,3,14,positive,4,B_media,https://pitchfork.com/news/seventeen-announce-new-album-face-the-sun,,Major full-album comeback.,Elisa,completed
SEVENTEEN_20220625_BE_THE_SUN_TOUR,HYBE,352820.KS,SEVENTEEN,,concert,world_tour_start,SEVENTEEN begins Be The Sun world tour,SEVENTEEN 展開 Be The Sun 世界巡演,세븐틴 Be The Sun 월드투어 시작,2022-06-25,2022-06-25,2022-07-09,15,3,14,positive,4,B_media,https://en.wikipedia.org/wiki/Be_The_Sun_World_Tour,,World tour start; concert revenue and global popularity indicator.,Elisa,completed
SEVENTEEN_20220718_SECTOR_17,HYBE,352820.KS,SEVENTEEN,,comeback,repackage_album,SEVENTEEN releases repackage album Sector 17,SEVENTEEN 發行改版專輯 Sector 17,세븐틴 리패키지 앨범 Sector 17 발매,2022-07-18,2022-07-18,2022-08-01,15,3,14,positive,3,B_media,https://music.apple.com/us/album/seventeen-4th-album-repackage-sector-17/1632682433,,Repackage album following Face the Sun.,Elisa,completed
SEVENTEEN_20230424_FML,HYBE,352820.KS,SEVENTEEN,,comeback,mini_album,SEVENTEEN releases 10th mini album FML,SEVENTEEN 發行迷你十輯 FML,세븐틴 미니 10집 FML 발매,2023-04-24,2023-04-24,2023-05-08,15,3,14,positive,5,B_media,https://en.wikipedia.org/wiki/FML_(EP),,Major release; later became one of the strongest K-pop album sales cases.,Elisa,completed
SEVENTEEN_20230703_SEUNGKWAN_HIATUS,HYBE,352820.KS,SEVENTEEN,Seungkwan,health_hiatus,temporary_hiatus,Seungkwan pauses activities due to health issues,勝寬因健康因素暫停活動,승관 건강 문제로 활동 중단,2023-07-03,2023-07-03,2023-07-17,15,3,14,negative,4,A_official,https://weverse.io/seventeen/notice/14322,,Official notice stated he would focus on recovery for the time being.,Elisa,completed
SEVENTEEN_20230721_FOLLOW_TO_SEOUL,HYBE,352820.KS,SEVENTEEN,,concert,tour_start,SEVENTEEN begins FOLLOW tour in Seoul,SEVENTEEN 於首爾展開 FOLLOW 巡演,세븐틴 FOLLOW 서울 공연 시작,2023-07-21,2023-07-21,2023-08-04,15,3,14,positive,4,A_official,https://weverse.io/seventeen/notice/13667,,FOLLOW TO SEOUL held at Gocheok Sky Dome.,Elisa,completed
SEVENTEEN_20230817_SCOUPS_ACL_INJURY,HYBE,352820.KS,SEVENTEEN,S.Coups,health_hiatus,injury,S.Coups sustains ACL injury and pauses most activities,S.Coups 前十字韌帶受傷並暫停多數活動,에스쿱스 전방십자인대 부상 및 활동 중단,2023-08-17,2023-08-17,2023-08-31,15,3,14,negative,4,A_official,https://weverse.io/seventeen/notice/14870,,Official notice stated ACL tear in left knee and limited future official activities.,Elisa,completed
SEVENTEEN_20231023_SEVENTEENTH_HEAVEN,HYBE,352820.KS,SEVENTEEN,,comeback,mini_album,SEVENTEEN releases 11th mini album SEVENTEENTH HEAVEN,SEVENTEEN 發行迷你十一輯 SEVENTEENTH HEAVEN,세븐틴 미니 11집 SEVENTEENTH HEAVEN 발매,2023-10-23,2023-10-23,2023-11-06,15,3,14,positive,5,A_official,https://weverse.io/seventeen/notice/15338,,Major comeback; official notice announced album release on October 23.,Elisa,completed
SEVENTEEN_20240628_GLASTONBURY,HYBE,352820.KS,SEVENTEEN,,achievement,global_festival,SEVENTEEN becomes first K-pop group to perform at Glastonbury,SEVENTEEN 成為首組登上 Glastonbury 的 K-pop 團體,세븐틴 글래스턴베리 최초 K-pop 그룹 공연,2024-06-28,2024-06-28,2024-07-12,15,3,14,positive,4,B_media,https://www.reuters.com/lifestyle/with-high-energy-song-dance-seventeen-brings-k-pop-glastonbury-2024-06-28/,,International visibility milestone reported by Reuters and other media.,Elisa,completed
SEVENTEEN_20240926_JEONGHAN_MILITARY,HYBE,352820.KS,SEVENTEEN,Jeonghan,military,enlistment,Jeonghan begins mandatory military service,淨漢入伍服役,정한 군 입대,2024-09-26,2024-09-26,2024-10-10,15,3,14,mixed,4,A_official,https://weverse.io/seventeen/notice/22334,,Official notice stated Jeonghan would enlist on September 26 and miss album/tour promotions.,Elisa,completed
SEVENTEEN_20241014_SPILL_THE_FEELS,HYBE,352820.KS,SEVENTEEN,,comeback,mini_album,SEVENTEEN releases 12th mini album SPILL THE FEELS,SEVENTEEN 發行迷你十二輯 SPILL THE FEELS,세븐틴 미니 12집 SPILL THE FEELS 발매,2024-10-14,2024-10-14,2024-10-28,15,3,14,positive,4,A_official,https://weverse.io/seventeen/notice/22374,,Official notice announced album release on October 14.,Elisa,completed
SEVENTEEN_20250526_HAPPY_BURSTDAY,HYBE,352820.KS,SEVENTEEN,,comeback,studio_album,SEVENTEEN releases 5th studio album HAPPY BURSTDAY,SEVENTEEN 發行正規五輯 HAPPY BURSTDAY,세븐틴 정규 5집 HAPPY BURSTDAY 발매,2025-05-26,2025-05-26,2025-06-09,15,3,14,positive,5,A_official,https://weverse.io/seventeen/notice/26703,,10th anniversary studio album release.,Elisa,completed
BTS_20210521_BUTTER,HYBE,352820.KS,BTS,,comeback,digital_single,BTS releases digital single Butter,BTS 發行數位單曲 Butter,방탄소년단 디지털 싱글 Butter 발매,2021-05-21,2021-05-21,2021-06-04,15,3,14,positive,5,A_official,https://weverse.io/bts/notice/1199,,Major English-language single release with strong global commercial impact.,Elisa,completed
BTS_20211127_PTD_LA,HYBE,352820.KS,BTS,,concert,offline_concert,BTS begins Permission to Dance On Stage LA concerts,BTS 展開 Permission to Dance On Stage LA 演唱會,방탄소년단 Permission to Dance On Stage LA 공연 시작,2021-11-27,2021-11-27,2021-12-11,15,3,14,positive,5,B_media,https://www.sofistadium.com/news/detail/bts-announce-bts-permission-to-dance-on-stage-la-coming-to-sofi-stadium-for-four-nights,,"Four-night offline concert at SoFi Stadium, relevant to concert revenue recovery.",Elisa,completed
BTS_20220310_PTD_SEOUL,HYBE,352820.KS,BTS,,concert,offline_concert,BTS returns to Seoul concerts with Permission to Dance On Stage,BTS 以 Permission to Dance On Stage 回歸首爾線下演唱會,방탄소년단 Permission to Dance On Stage 서울 공연,2022-03-10,2022-03-10,2022-03-24,15,3,14,positive,4,B_media,https://en.wikipedia.org/wiki/Permission_to_Dance_on_Stage,,"First domestic live shows since 2019, relevant to live-event recovery after COVID restrictions.",Elisa,completed
BTS_20220610_PROOF,HYBE,352820.KS,BTS,,comeback,anthology_album,BTS releases anthology album Proof,BTS 發行精選專輯 Proof,방탄소년단 앤솔로지 앨범 Proof 발매,2022-06-10,2022-06-10,2022-06-24,15,3,14,positive,5,A_official,https://weverse.io/bts/notice/2616,,Major anthology album release with new tracks.,Elisa,completed
BTS_20220614_FESTA_SOLO_ACTIVITIES,HYBE,352820.KS,BTS,,activity,group_activity_pause,BTS announces focus on solo activities during 2022 FESTA,BTS 於 2022 FESTA 宣布將重心轉向個人活動,방탄소년단 2022 FESTA에서 개인 활동 중심 계획 발표,2022-06-14,2022-06-14,2022-06-28,15,3,14,mixed,5,B_media,https://pitchfork.com/news/bts-are-not-on-hiatus-rep-says-following-band-members-statements,,Market-sensitive communication around group activity pause and solo projects.,Elisa,completed
BTS_20220715_JHOPE_JACK_IN_THE_BOX,HYBE,352820.KS,BTS,j-hope,activity,solo_album,j-hope releases solo album Jack In The Box,j-hope 發行個人專輯 Jack In The Box,제이홉 솔로 앨범 Jack In The Box 발매,2022-07-15,2022-07-15,2022-07-29,15,3,14,positive,4,A_official,https://weverse.io/bts/notice/89,,First BTS member solo album after group activity transition.,Elisa,completed
BTS_20221015_YET_TO_COME_BUSAN,HYBE,352820.KS,BTS,,concert,special_concert,BTS holds Yet To Come in Busan concert,BTS 舉辦 Yet To Come in Busan 演唱會,방탄소년단 Yet To Come in Busan 공연,2022-10-15,2022-10-15,2022-10-29,15,3,14,positive,4,A_official,https://weverse.io/bts/notice/9298,,Large-scale special concert supporting Busan World Expo bid.,Elisa,completed
BTS_20221017_MILITARY_SERVICE_PLAN,HYBE,352820.KS,BTS,,military,military_service_plan,BIGHIT MUSIC confirms BTS will fulfill mandatory military service,BIGHIT MUSIC 確認 BTS 將履行兵役義務,빅히트 뮤직 방탄소년단 병역 의무 이행 발표,2022-10-17,2022-10-17,2022-10-31,15,3,14,mixed,5,A_official,https://weverse.io/bts/notice/9371,,Official announcement resolving military service uncertainty.,Elisa,completed
BTS_20221213_JIN_ENLISTMENT,HYBE,352820.KS,BTS,Jin,military,enlistment,Jin begins mandatory military service,Jin 入伍服役,진 군 입대,2022-12-13,2022-12-13,2022-12-27,15,3,14,mixed,4,B_media,https://www.theguardian.com/music/2022/dec/12/k-pop-star-jin-of-bts-starts-his-military-service-in-south-korea,,First BTS member to begin mandatory military service.,Elisa,completed
BTS_20230324_JIMIN_FACE,HYBE,352820.KS,BTS,Jimin,activity,solo_album,Jimin releases solo album FACE,Jimin 發行個人專輯 FACE,지민 솔로 앨범 FACE 발매,2023-03-24,2023-03-24,2023-04-07,15,3,14,positive,4,A_official,https://weverse.io/bts/notice/12631,,Major solo album release during group activity transition.,Elisa,completed
BTS_20230421_SUGA_DDAY,HYBE,352820.KS,BTS,SUGA,activity,solo_album,SUGA releases solo album D-DAY as Agust D,SUGA 以 Agust D 名義發行個人專輯 D-DAY,슈가 Agust D 솔로 앨범 D-DAY 발매,2023-04-21,2023-04-21,2023-05-05,15,3,14,positive,4,A_official,https://weverse.io/bts/notice/12973,,Solo album release with tour-related activities.,Elisa,completed
BTS_20230714_JUNGKOOK_SEVEN,HYBE,352820.KS,BTS,Jung Kook,activity,solo_single,Jung Kook releases solo single Seven,Jung Kook 發行個人單曲 Seven,정국 솔로 싱글 Seven 발매,2023-07-14,2023-07-14,2023-07-28,15,3,14,positive,5,A_official,https://weverse.io/bts/notice/14227,,High-impact solo single release by Jung Kook.,Elisa,completed
BTS_20230920_CONTRACT_RENEWAL,HYBE,352820.KS,BTS,,contract_member,contract_renewal,All seven BTS members renew contracts with BIGHIT MUSIC,BTS 七名成員全員與 BIGHIT MUSIC 續約,방탄소년단 전원 빅히트 뮤직과 재계약,2023-09-20,2023-09-20,2023-10-04,15,3,14,positive,5,B_media,https://www.businesstimes.com.sg/lifestyle/all-bts-members-renew-contracts-hybe-agency,,Contract renewal reduces uncertainty around post-military group continuity.,Elisa,completed
BTS_20231211_RM_V_JIMIN_JK_ENLISTMENT,HYBE,352820.KS,BTS,"RM, V, Jimin, Jung Kook",military,enlistment,"RM, V, Jimin, and Jung Kook begin military enlistment process",RM、V、Jimin、Jung Kook 入伍服役,"RM, 뷔, 지민, 정국 군 입대",2023-12-11,2023-12-11,2023-12-25,15,3,14,mixed,5,A_official,https://weverse.io/bts/notice/16721,,"Final active-duty enlistment wave among BTS members, shaping expected full-group hiatus period.",Elisa,completed
BTS_20240823_SUGA_DUI_POLICE,HYBE,352820.KS,BTS,SUGA,PR_crisis,dui_incident,SUGA appears before police over e-scooter drunk driving incident,SUGA 因酒後騎乘電動滑板車事件到警局接受調查,슈가 전동 스쿠터 음주운전 사건 경찰 출석,2024-08-23,2024-08-23,2024-09-06,15,3,14,negative,5,B_media,https://www.reuters.com/world/asia-pacific/bts-member-suga-appears-before-police-e-scooter-drunk-driving-2024-08-23/,,PR crisis involving police questioning and public apology.,Elisa,completed
SKZ_20210603_KINGDOM_WIN,JYP,035900.KQ,Stray Kids,,achievement,competition_win,Stray Kids wins Kingdom: Legendary War,Stray Kids 獲得 Kingdom: Legendary War 冠軍,스트레이 키즈 Kingdom: Legendary War 우승,2021-06-03,2021-06-03,2021-06-17,15,3,14,positive,4,B_media,https://en.wikipedia.org/wiki/Kingdom:_Legendary_War,,Competition win increased domestic and international visibility.,Elisa,completed
SKZ_20210823_NOEASY,JYP,035900.KQ,Stray Kids,,comeback,studio_album,Stray Kids releases 2nd studio album NOEASY,Stray Kids 發行正規二輯 NOEASY,스트레이 키즈 정규 2집 NOEASY 발매,2021-08-23,2021-08-23,2021-09-06,15,3,14,positive,4,B_media,https://en.wikipedia.org/wiki/Noeasy,,Major studio album release and important post-Kingdom comeback.,Elisa,completed
SKZ_20220318_ODDINARY,JYP,035900.KQ,Stray Kids,,comeback,mini_album,Stray Kids releases mini album ODDINARY,Stray Kids 發行迷你專輯 ODDINARY,스트레이 키즈 미니 앨범 ODDINARY 발매,2022-03-18,2022-03-18,2022-04-01,15,3,14,positive,5,B_media,https://en.wikipedia.org/wiki/Oddinary,,Major release; became a key global breakthrough album for the group.,Elisa,completed
SKZ_20220429_MANIAC_TOUR,JYP,035900.KQ,Stray Kids,,concert,world_tour_start,Stray Kids begins Maniac world tour,Stray Kids 展開 Maniac 世界巡演,스트레이 키즈 Maniac 월드투어 시작,2022-04-29,2022-04-29,2022-05-13,15,3,14,positive,4,B_media,https://en.wikipedia.org/wiki/Maniac_World_Tour,,"World tour start, relevant to concert revenue and international demand.",Elisa,completed
SKZ_20221007_MAXIDENT,JYP,035900.KQ,Stray Kids,,comeback,mini_album,Stray Kids releases mini album MAXIDENT,Stray Kids 發行迷你專輯 MAXIDENT,스트레이 키즈 미니 앨범 MAXIDENT 발매,2022-10-07,2022-10-07,2022-10-21,15,3,14,positive,4,B_media,https://en.wikipedia.org/wiki/Maxident,,Major comeback following ODDINARY global success.,Elisa,completed
SKZ_20230602_5STAR,JYP,035900.KQ,Stray Kids,,comeback,studio_album,Stray Kids releases 3rd studio album 5-STAR,Stray Kids 發行正規三輯 5-STAR,스트레이 키즈 정규 3집 5-STAR 발매,2023-06-02,2023-06-02,2023-06-16,15,3,14,positive,5,B_media,https://www.billboard.com/music/chart-beat/stray-kids-5-star-number-one-debut-billboard-200-albums-chart-1235351204/,,Major album release; later debuted at No. 1 on Billboard 200.,Elisa,completed
SKZ_20230912_VMA_BEST_KPOP,JYP,035900.KQ,Stray Kids,,achievement,award_win,Stray Kids wins Best K-Pop at the 2023 MTV VMAs,Stray Kids 於 2023 MTV VMA 獲得 Best K-Pop,스트레이 키즈 2023 MTV VMA Best K-Pop 수상,2023-09-12,2023-09-12,2023-09-26,15,3,14,positive,4,B_media,https://www.teenvogue.com/story/watch-stray-kids-vmas-2023-debut-s-class-performance,,"First VMA nomination and win, increasing global visibility.",Elisa,completed
SKZ_20231110_ROCK_STAR,JYP,035900.KQ,Stray Kids,,comeback,mini_album,Stray Kids releases mini album ROCK-STAR,Stray Kids 發行迷你專輯 ROCK-STAR,스트레이 키즈 미니 앨범 ROCK-STAR 발매,2023-11-10,2023-11-10,2023-11-24,15,3,14,positive,5,B_media,https://en.wikipedia.org/wiki/Rock-Star_(EP),,Major EP release with strong global chart performance.,Elisa,completed
SKZ_20231119_ROCK_STAR_BILLBOARD_200,JYP,035900.KQ,Stray Kids,,achievement,billboard_200_no1,ROCK-STAR debuts at No. 1 on Billboard 200,ROCK-STAR 空降 Billboard 200 第一名,ROCK-STAR 빌보드 200 1위 데뷔,2023-11-19,2023-11-19,2023-12-03,15,3,14,positive,5,B_media,https://www.billboard.com/music/chart-beat/stray-kids-rock-star-number-1-billboard-200-1235494895/,,"Fourth Billboard 200 No. 1 album, strong indicator of U.S. market demand.",Elisa,completed
SKZ_20240714_BST_HYDE_PARK,JYP,035900.KQ,Stray Kids,,concert,festival_headliner,Stray Kids headlines BST Hyde Park,Stray Kids 擔任 BST Hyde Park 壓軸演出,스트레이 키즈 BST Hyde Park 헤드라이너 공연,2024-07-14,2024-07-14,2024-07-28,15,3,14,positive,4,B_media,https://www.timeout.com/london/news/stray-kids-at-bst-hyde-park-2024-timings-and-everything-you-need-to-know-071224,,Major UK festival headline performance.,Elisa,completed
